,EN,DATA,ERR-S
4213,1514700.0,2.0511,0.04664
4214,1515200.0,2.1259,0.046751
4215,1515700.0,2.0521,0.046485
4216,1516300.0,2.5384,0.047661
4217,1516800.0,3.0811,0.04783
4218,1517300.0,2.8831,0.048406
4219,1517900.0,2.7359,0.047223
4220,1518400.0,2.8158,0.04761
4221,1518900.0,2.9601,0.047343
4222,1519500.0,3.1547,0.047833
4223,1520000.0,2.5118,0.046875
4224,1520500.0,2.0223,0.04656
4225,1521100.0,1.8656,0.046001
4226,1521600.0,2.0039,0.046012
4227,1522200.0,2.0023,0.046983
4228,1522700.0,3.3279,0.048603
4229,1523200.0,4.8032,0.050682
4230,1523800.0,6.0831,0.05272
4231,1524300.0,6.229,0.053388
4232,1524800.0,5.7943,0.052428
4233,1525400.0,5.065,0.051467
4234,1525900.0,4.9695,0.051069
4235,1526500.0,4.8585,0.050118
4236,1527000.0,4.4443,0.050413
4237,1527500.0,4.2646,0.04951
4238,1528100.0,4.2259,0.049466
4239,1528600.0,3.9015,0.04906
4240,1529200.0,3.3749,0.048394
4241,1529700.0,3.1354,0.048093
4242,1530200.0,3.4324,0.04869
4243,1530800.0,3.7076,0.048961
4244,1531300.0,3.8198,0.049384
4245,1531900.0,3.7594,0.048965
4246,1532400.0,4.1412,0.049661
4247,1533000.0,4.3888,0.0496
4248,1533500.0,3.9841,0.049603
4249,1534000.0,3.8329,0.048847
4250,1534600.0,3.5253,0.049585
4251,1535100.0,3.4533,0.048432
4252,1535700.0,3.5755,0.048969
4253,1536200.0,3.5129,0.04862
4254,1536800.0,3.5169,0.048882
4255,1537300.0,3.3581,0.048363
4256,1537800.0,3.3231,0.048431
4257,1538400.0,3.3387,0.048148
4258,1538900.0,3.3973,0.048246
4259,1539500.0,3.381,0.048965
4260,1540000.0,3.3605,0.048698
4261,1540600.0,3.0995,0.048187
4262,1541100.0,3.1154,0.04814
4263,1541700.0,3.5734,0.048913
4264,1542200.0,4.5835,0.05039
4265,1542800.0,5.2704,0.051524
4266,1543300.0,5.451,0.051825
4267,1543900.0,5.4831,0.051451
4268,1544400.0,5.0185,0.051594
4269,1545000.0,4.5315,0.050184
4270,1545500.0,4.7419,0.050592
4271,1546000.0,5.2801,0.051183
4272,1546600.0,5.1817,0.051249
4273,1547100.0,5.1327,0.051111
4274,1547700.0,5.5269,0.052059
4275,1548200.0,5.7246,0.051772
4276,1548800.0,5.5103,0.051843
4277,1549400.0,4.8375,0.050487
4278,1549900.0,3.9563,0.049469
4279,1550500.0,3.7171,0.048761
4280,1551000.0,3.485,0.048882
4281,1551600.0,3.3907,0.048209
4282,1552100.0,3.3876,0.048963
4283,1552700.0,3.4795,0.047971
4284,1553200.0,3.5636,0.048589
4285,1553800.0,3.6791,0.048627
4286,1554300.0,3.7449,0.049042
4287,1554900.0,4.1055,0.049212
4288,1555400.0,4.2605,0.049792
4289,1556000.0,4.8072,0.049845
4290,1556500.0,4.9641,0.050192
4291,1557100.0,5.0346,0.051128
4292,1557600.0,4.9875,0.050876
4293,1558200.0,4.9129,0.050627
4294,1558800.0,4.6463,0.050216
4295,1559300.0,4.4833,0.05021
4296,1559900.0,4.4714,0.05005
4297,1560400.0,4.2261,0.049976
4298,1561000.0,3.8873,0.049621
4299,1561500.0,3.875,0.048672
4300,1562100.0,3.7975,0.049464
4301,1562700.0,3.6354,0.048989
4302,1563200.0,3.4358,0.048484
4303,1563800.0,3.5603,0.048626
4304,1564300.0,3.8698,0.049292
4305,1564900.0,4.1492,0.049235
4306,1565500.0,4.5097,0.050285
4307,1566000.0,5.2472,0.050974
4308,1566600.0,5.3395,0.051546
4309,1567100.0,4.6388,0.05025
4310,1567700.0,4.0314,0.049655
4311,1568300.0,3.03,0.047917
4312,1568800.0,2.515,0.047533
4313,1569400.0,2.4793,0.04705
4314,1569900.0,2.5764,0.048001
4315,1570500.0,2.2742,0.046936
4316,1571100.0,2.0639,0.047324
4317,1571600.0,1.8948,0.046776
4318,1572200.0,1.9038,0.046871
4319,1572800.0,2.089,0.046637
4320,1573300.0,2.5271,0.047697
4321,1573900.0,3.1673,0.047859
4322,1574400.0,2.7143,0.047482
4323,1575000.0,2.2415,0.047494
4324,1575600.0,2.2258,0.047256
4325,1576100.0,2.6173,0.0476
4326,1576700.0,3.0933,0.047954
4327,1577300.0,2.5207,0.047453
4328,1577800.0,2.1826,0.046947
4329,1578400.0,1.93,0.046918
4330,1579000.0,1.7336,0.046577
4331,1579500.0,1.7814,0.046005
4332,1580100.0,1.8656,0.046955
4333,1580700.0,2.3153,0.047243
4334,1581200.0,2.7747,0.047991
4335,1581800.0,3.4873,0.048764
4336,1582400.0,3.6051,0.04895
4337,1583000.0,3.2565,0.04855
4338,1583500.0,2.9839,0.048776
4339,1584100.0,2.5838,0.047688
4340,1584700.0,2.1762,0.047057
4341,1585200.0,1.9141,0.046658
4342,1585800.0,2.0223,0.047433
4343,1586400.0,2.6596,0.047869
4344,1586900.0,2.9895,0.04884
4345,1587500.0,2.8068,0.047992
4346,1588100.0,2.5702,0.048455
4347,1588700.0,2.8041,0.048021
4348,1589200.0,3.061,0.048873
4349,1589800.0,3.0539,0.048736
4350,1590400.0,3.213,0.049367
4351,1590900.0,3.3503,0.049381
4352,1591500.0,3.6727,0.049862
4353,1592100.0,4.2606,0.050426
4354,1592700.0,4.8981,0.051656
4355,1593200.0,4.2122,0.051589
4356,1593800.0,3.6159,0.050687
4357,1594400.0,3.5116,0.050741
4358,1595000.0,3.6655,0.050922
4359,1595500.0,3.7592,0.051113
4360,1596100.0,4.2019,0.051576
4361,1596700.0,4.1912,0.051699
4362,1597300.0,3.4971,0.050874
4363,1597900.0,3.1935,0.049908
4364,1598400.0,3.3367,0.050955
4365,1599000.0,3.7145,0.050889
4366,1599600.0,3.6652,0.050766
4367,1600200.0,4.1675,0.051399
4368,1600700.0,4.5146,0.052098
4369,1601300.0,4.1421,0.051121
4370,1601900.0,3.6482,0.050735
4371,1602500.0,3.1041,0.049474
4372,1603100.0,2.8026,0.049324
4373,1603600.0,2.5088,0.048637
4374,1604200.0,2.2939,0.04823
4375,1604800.0,2.0516,0.047502
4376,1605400.0,2.2118,0.047915
4377,1606000.0,2.5457,0.047851
4378,1606500.0,2.9863,0.049136
4379,1607100.0,3.0965,0.048262
4380,1607700.0,3.4295,0.049433
4381,1608300.0,4.0367,0.049974
4382,1608900.0,3.6366,0.049568
4383,1609500.0,3.2196,0.048876
4384,1610000.0,2.8606,0.048559
4385,1610600.0,2.8649,0.04834
4386,1611200.0,3.2302,0.048571
4387,1611800.0,3.7848,0.050179
4388,1612400.0,4.5559,0.050964
4389,1613000.0,4.6029,0.050781
4390,1613600.0,4.4811,0.050585
4391,1614100.0,4.8586,0.051438
4392,1614700.0,5.3223,0.051715
4393,1615300.0,4.8223,0.051359
4394,1615900.0,4.4812,0.050686
4395,1616500.0,4.5734,0.050142
4396,1617100.0,4.6474,0.050968
4397,1617700.0,4.1626,0.049834
4398,1618200.0,3.487,0.048999
4399,1618800.0,3.1896,0.048321
4400,1619400.0,3.2685,0.048516
4401,1620000.0,3.4429,0.048423
4402,1620600.0,3.5192,0.048833
4403,1621200.0,3.7015,0.048803
4404,1621800.0,4.0527,0.049558
4405,1622400.0,4.3273,0.049689
4406,1623000.0,4.2521,0.049736
4407,1623600.0,4.3478,0.049349
4408,1624100.0,4.0889,0.049603
4409,1624700.0,3.6125,0.048781
4410,1625300.0,3.3411,0.048996
4411,1625900.0,2.9907,0.047594
4412,1626500.0,3.1942,0.048425
4413,1627100.0,3.869,0.049102
4414,1627700.0,4.2561,0.049907
4415,1628300.0,3.7501,0.048893
4416,1628900.0,3.3643,0.048461
4417,1629500.0,3.0804,0.047567
4418,1630100.0,2.7439,0.047107
4419,1630700.0,2.6922,0.047869
4420,1631300.0,2.9295,0.047886
4421,1631900.0,2.7641,0.047497
4422,1632500.0,2.9696,0.047709
4423,1633100.0,3.521,0.048424
4424,1633700.0,3.791,0.048929
4425,1634200.0,4.0614,0.049692
4426,1634800.0,4.1135,0.049644
4427,1635400.0,4.083,0.049118
4428,1636000.0,4.1788,0.049897
4429,1636600.0,3.8686,0.049016
4430,1637200.0,3.2218,0.047895
4431,1637800.0,2.6375,0.047014
4432,1638400.0,2.3874,0.046792
4433,1639000.0,2.3184,0.046411
4434,1639600.0,2.0979,0.046514
4435,1640200.0,2.0332,0.045991
4436,1640800.0,1.9614,0.046202
4437,1641400.0,1.7189,0.045547
4438,1642000.0,1.5835,0.045558
4439,1642600.0,1.7158,0.045368
4440,1643200.0,1.9493,0.045724
4441,1643800.0,1.965,0.045229
4442,1644400.0,1.7646,0.045582
4443,1645000.0,1.5631,0.04444
4444,1645700.0,1.7692,0.044724
4445,1646300.0,1.9544,0.044116
4446,1646900.0,2.6011,0.044329
4447,1647500.0,3.3179,0.044299
4448,1648100.0,4.0154,0.044383
4449,1648700.0,5.088,0.044353
4450,1649300.0,5.604,0.04294
4451,1649900.0,5.7629,0.041892
4452,1650500.0,5.4284,0.038515
4453,1651100.0,4.4348,0.03423
4454,1651700.0,3.1355,0.030963
4455,1652300.0,1.9198,0.029628
4456,1652900.0,1.0462,0.030399
4457,1653500.0,0.97686,0.032926
4458,1654100.0,1.1305,0.035518
4459,1654700.0,1.4553,0.037745
4460,1655300.0,2.0652,0.040996
4461,1656000.0,3.0101,0.043092
4462,1656600.0,3.4836,0.044462
4463,1657200.0,4.0206,0.045765
4464,1657800.0,4.7147,0.047484
4465,1658400.0,4.3452,0.047678
4466,1659000.0,4.1667,0.047874
4467,1659600.0,3.8206,0.0474
4468,1660200.0,3.4309,0.047256
4469,1660800.0,3.1322,0.046894
4470,1661400.0,2.4849,0.046308
4471,1662100.0,2.0164,0.045473
4472,1662700.0,2.1405,0.046742
4473,1663300.0,2.5072,0.046784
4474,1663900.0,2.8786,0.047851
4475,1664500.0,2.3691,0.046224
4476,1665100.0,2.2669,0.046539
4477,1665700.0,2.5422,0.047024
4478,1666400.0,3.9363,0.049205
4479,1667000.0,5.4102,0.050968
4480,1667600.0,5.2139,0.050725
4481,1668200.0,4.4754,0.049505
4482,1668800.0,4.0381,0.048977
4483,1669400.0,3.8828,0.049699
4484,1670100.0,4.0363,0.049755
4485,1670700.0,4.4437,0.050283
4486,1671300.0,4.651,0.050739
4487,1671900.0,4.557,0.050646
4488,1672500.0,4.5138,0.050203
4489,1673100.0,5.4349,0.051781
4490,1673800.0,5.9287,0.052542
4491,1674400.0,6.0921,0.052265
4492,1675000.0,5.0303,0.051286
4493,1675600.0,4.0913,0.049683
4494,1676200.0,3.8679,0.049447
4495,1676900.0,4.4182,0.050002
4496,1677500.0,4.5556,0.050461
4497,1678100.0,4.3141,0.049756
4498,1678700.0,3.6274,0.04926
4499,1679300.0,3.1954,0.048196
4500,1680000.0,3.1527,0.048109
4501,1680600.0,3.1339,0.048222
4502,1681200.0,2.8412,0.04803
4503,1681800.0,2.3752,0.047298
4504,1682500.0,2.0029,0.047186
4505,1683100.0,1.6927,0.046236
4506,1683700.0,1.7368,0.047075
4507,1684300.0,1.9518,0.046552
4508,1685000.0,2.0884,0.046777
4509,1685600.0,2.0902,0.046667
4510,1686200.0,2.0117,0.04685
4511,1686800.0,2.3088,0.047228
4512,1687500.0,2.8751,0.048148
4513,1688100.0,3.6966,0.048794
4514,1688700.0,4.0579,0.049202
4515,1689300.0,3.6814,0.048282
4516,1690000.0,2.2902,0.044859
4517,1690600.0,2.2281,0.04602
4518,1691200.0,2.5442,0.047596
4519,1691800.0,3.2046,0.048798
4520,1692500.0,3.7112,0.049286
4521,1693100.0,3.0518,0.048584
4522,1693700.0,2.5754,0.048068
4523,1694400.0,2.4072,0.046755
4524,1695000.0,2.3392,0.047979
4525,1695600.0,2.268,0.04715
4526,1696300.0,2.7536,0.047922
4527,1696900.0,3.6987,0.049086
4528,1697500.0,4.4877,0.050498
4529,1698200.0,4.4187,0.050073
4530,1698800.0,3.9383,0.049669
4531,1699400.0,3.655,0.049076
4532,1700100.0,3.7268,0.049497
4533,1700700.0,3.8855,0.049447
4534,1701300.0,3.6647,0.049528
4535,1702000.0,3.4014,0.048565
4536,1702600.0,3.4335,0.048999
4537,1703200.0,3.3134,0.048421
4538,1703900.0,3.5848,0.04939
4539,1704500.0,3.6105,0.048936
4540,1705100.0,3.6099,0.049424
4541,1705800.0,3.281,0.048621
4542,1706400.0,2.8675,0.04819
4543,1707000.0,2.8424,0.047811
4544,1707700.0,3.41,0.049051
4545,1708300.0,3.7733,0.049274
4546,1709000.0,3.8722,0.049283
4547,1709600.0,3.6635,0.049805
4548,1710200.0,3.3012,0.049215
4549,1710900.0,3.2042,0.049007
4550,1711500.0,3.1062,0.048832
4551,1712200.0,2.7558,0.048565
4552,1712800.0,2.563,0.048106
4553,1713400.0,2.3344,0.048468
4554,1714100.0,1.96,0.047959
4555,1714700.0,1.7853,0.046953
4556,1715400.0,1.9267,0.047599
4557,1716000.0,2.2337,0.04789
4558,1716600.0,2.7747,0.048594
4559,1717300.0,2.9451,0.048663
4560,1717900.0,2.7442,0.048539
4561,1718600.0,2.8333,0.048604
4562,1719200.0,3.3891,0.049638
4563,1719900.0,3.5022,0.04942
4564,1720500.0,3.0976,0.048931
4565,1721200.0,2.9622,0.048632
4566,1721800.0,3.0171,0.049058
4567,1722400.0,3.0976,0.048711
4568,1723100.0,2.8234,0.048568
4569,1723700.0,2.2365,0.047292
4570,1724400.0,1.8489,0.047691
4571,1725000.0,1.7068,0.046694
4572,1725700.0,1.6613,0.047313
4573,1726300.0,1.8928,0.047322
4574,1727000.0,2.0931,0.047551
4575,1727600.0,2.2553,0.047594
4576,1728300.0,2.3653,0.047907
4577,1728900.0,2.5339,0.047955
4578,1729600.0,3.0186,0.048394
4579,1730200.0,3.4153,0.049913
4580,1730900.0,3.3561,0.049711
4581,1731500.0,2.9072,0.048765
4582,1732200.0,2.4436,0.048308
4583,1732800.0,2.1574,0.04814
4584,1733500.0,2.1177,0.047949
4585,1734100.0,2.1279,0.047931
4586,1734800.0,2.5728,0.04872
4587,1735400.0,3.331,0.049293
4588,1736100.0,3.9076,0.050601
4589,1736700.0,3.9706,0.050558
4590,1737400.0,4.1784,0.050482
4591,1738100.0,4.1523,0.050404
4592,1738700.0,3.6354,0.050043
4593,1739400.0,3.1092,0.049174
4594,1740000.0,2.6376,0.049065
4595,1740700.0,2.7634,0.048658
4596,1741300.0,2.4726,0.048471
4597,1742000.0,2.1808,0.048224
4598,1742700.0,2.5718,0.048898
4599,1743300.0,2.5258,0.048507
4600,1744000.0,2.1247,0.048055
4601,1744600.0,2.127,0.047626
4602,1745300.0,1.9768,0.048269
4603,1745900.0,2.0289,0.04739
4604,1746600.0,2.3526,0.048256
4605,1747300.0,2.5797,0.048261
4606,1747900.0,2.6898,0.048713
4607,1748600.0,3.3519,0.049286
4608,1749200.0,4.6096,0.051202
4609,1749900.0,5.792,0.052783
4610,1750600.0,6.1267,0.053481
4611,1751200.0,6.1491,0.054517
4612,1751900.0,6.1672,0.054386
4613,1752600.0,5.7959,0.053594
4614,1753200.0,4.5094,0.051635
4615,1753900.0,3.7619,0.050978
4616,1754500.0,3.7931,0.050665
4617,1755200.0,3.8237,0.050906
4618,1755900.0,3.6884,0.050831
4619,1756500.0,3.5152,0.049663
4620,1757200.0,3.3482,0.049971
4621,1757900.0,3.2324,0.049714
4622,1758500.0,2.7695,0.048886
4623,1759200.0,2.3729,0.048145
4624,1759900.0,2.4282,0.048659
4625,1760500.0,3.0651,0.049343
4626,1761200.0,3.9028,0.051054
4627,1761900.0,4.0353,0.050582
4628,1762500.0,3.6191,0.050491
4629,1763200.0,3.31,0.049903
4630,1763900.0,3.6929,0.050644
4631,1764500.0,4.0925,0.051108
4632,1765200.0,3.9201,0.051404
4633,1765900.0,3.3157,0.049782
4634,1766600.0,2.8246,0.049962
4635,1767200.0,2.6739,0.048746
4636,1767900.0,2.9453,0.049748
4637,1768600.0,3.1355,0.049953
4638,1769200.0,2.6728,0.049496
4639,1769900.0,2.6719,0.049318
4640,1770600.0,2.6403,0.049199
4641,1771300.0,2.7489,0.04903
4642,1771900.0,2.6552,0.04913
4643,1772600.0,3.1629,0.050776
4644,1773300.0,3.9007,0.051603
4645,1774000.0,4.1056,0.05168
4646,1774600.0,3.8926,0.051513
4647,1775300.0,3.2303,0.050936
4648,1776000.0,2.9923,0.050364
4649,1776700.0,2.9444,0.050756
4650,1777300.0,2.8335,0.050458
4651,1778000.0,2.8828,0.050063
4652,1778700.0,2.8965,0.050653
4653,1779400.0,3.3829,0.050965
4654,1780100.0,4.0978,0.052162
4655,1780700.0,5.0248,0.053464
4656,1781400.0,4.4723,0.052992
4657,1782100.0,4.0004,0.051991
4658,1782800.0,4.4673,0.053133
4659,1783500.0,4.807,0.053221
4660,1784100.0,4.2468,0.052711
4661,1784800.0,3.5509,0.051108
4662,1785500.0,2.9914,0.050888
4663,1786200.0,2.7203,0.049787
4664,1786900.0,2.2893,0.049638
4665,1787500.0,2.444,0.049422
4666,1788200.0,3.1862,0.051222
4667,1788900.0,3.716,0.051303
4668,1789600.0,3.9624,0.05237
4669,1790300.0,3.4653,0.051006
4670,1791000.0,2.8096,0.05028
4671,1791700.0,3.237,0.050557
4672,1792300.0,3.459,0.051258
4673,1793000.0,3.2339,0.050089
4674,1793700.0,2.7362,0.04939
4675,1794400.0,2.3037,0.050006
4676,1795100.0,2.2066,0.049676
4677,1795800.0,2.1522,0.049345
4678,1796500.0,2.1749,0.049197
4679,1797100.0,2.224,0.049497
4680,1797800.0,2.6067,0.049758
4681,1798500.0,2.6763,0.050023
4682,1799200.0,2.6369,0.049851
4683,1799900.0,2.6743,0.049299
4684,1800600.0,2.5754,0.049768
4685,1801300.0,2.5729,0.049601
4686,1802000.0,2.8869,0.049823
4687,1802700.0,3.564,0.050714
4688,1803400.0,4.4391,0.052257
4689,1804100.0,4.2122,0.051553
4690,1804700.0,3.6867,0.050969
4691,1805400.0,3.5296,0.050278
4692,1806100.0,3.6179,0.050995
4693,1806800.0,3.7827,0.050849
4694,1807500.0,3.3739,0.050629
4695,1808200.0,2.81,0.049359
4696,1808900.0,2.8505,0.049598
4697,1809600.0,2.9426,0.049292
4698,1810300.0,2.6835,0.049799
4699,1811000.0,2.1931,0.048361
4700,1811700.0,1.8243,0.048107
4701,1812400.0,1.9073,0.048127
4702,1813100.0,2.0962,0.04848
4703,1813800.0,2.507,0.048884
4704,1814500.0,2.364,0.048985
4705,1815200.0,2.2017,0.048318
4706,1815900.0,1.9515,0.047663
4707,1816600.0,1.724,0.048439
4708,1817300.0,1.7461,0.048033
4709,1818000.0,1.9981,0.048444
4710,1818700.0,2.2108,0.048823
4711,1819400.0,2.0122,0.04848
4712,1820100.0,2.1429,0.048447
4713,1820800.0,3.0611,0.049677
4714,1821500.0,4.0932,0.051161
4715,1822200.0,3.5838,0.049484
4716,1822900.0,3.1996,0.050008
4717,1823600.0,3.0552,0.049352
4718,1824300.0,3.1488,0.04932
4719,1825000.0,3.2086,0.049478
4720,1825700.0,3.406,0.049529
4721,1826400.0,3.3298,0.049255
4722,1827100.0,3.0907,0.048997
4723,1827800.0,3.2417,0.04834
4724,1828500.0,3.1651,0.048061
4725,1829200.0,3.2613,0.047715
4726,1830000.0,4.3734,0.048839
4727,1830700.0,5.193,0.048733
4728,1831400.0,4.1768,0.046531
4729,1832100.0,3.5981,0.044072
4730,1832800.0,3.7143,0.043288
4731,1833500.0,3.5158,0.040832
4732,1834200.0,3.3805,0.040227
4733,1834900.0,3.054,0.039503
4734,1835600.0,2.848,0.039536
4735,1836300.0,2.5405,0.039587
4736,1837100.0,2.064,0.040145
4737,1837800.0,1.9758,0.040436
4738,1838500.0,2.3587,0.041413
4739,1839200.0,2.4209,0.042935
4740,1839900.0,2.4625,0.043452
4741,1840600.0,2.5937,0.044119
4742,1841300.0,2.6661,0.044735
4743,1842000.0,2.6474,0.044793
4744,1842800.0,2.8611,0.045345
4745,1843500.0,3.0299,0.045783
4746,1844200.0,3.1253,0.046783
4747,1844900.0,3.3359,0.046469
4748,1845600.0,3.4863,0.047617
4749,1846300.0,3.6368,0.047436
4750,1847100.0,3.9737,0.048239
4751,1847800.0,4.0861,0.048425
4752,1848500.0,4.3782,0.048977
4753,1849200.0,4.2149,0.048558
4754,1849900.0,4.1486,0.048968
4755,1850600.0,3.87,0.048218
4756,1851400.0,3.4097,0.048507
4757,1852100.0,3.0967,0.047884
4758,1852800.0,3.2261,0.048124
4759,1853500.0,3.5891,0.048178
4760,1854300.0,3.7803,0.048901
4761,1855000.0,3.9273,0.048767
4762,1855700.0,3.8084,0.049594
4763,1856400.0,4.0763,0.048723
4764,1857100.0,3.7603,0.049001
4765,1857900.0,3.2434,0.0481
4766,1858600.0,2.7702,0.047831
4767,1859300.0,2.516,0.047046
4768,1860000.0,2.2505,0.047139
4769,1860800.0,2.3986,0.047274
4770,1861500.0,2.7226,0.047477
4771,1862200.0,2.5921,0.04814
4772,1862900.0,2.6052,0.047671
4773,1863700.0,3.0546,0.048314
4774,1864400.0,3.7563,0.048874
4775,1865100.0,3.5546,0.048829
4776,1865900.0,3.0775,0.048125
4777,1866600.0,2.8254,0.047952
4778,1867300.0,2.6926,0.047815
4779,1868000.0,2.9917,0.047831
4780,1868800.0,3.2239,0.04864
4781,1869500.0,3.4761,0.048521
4782,1870200.0,4.3333,0.049689
4783,1871000.0,4.9983,0.050559
4784,1871700.0,5.2841,0.051007
4785,1872400.0,4.7032,0.049842
4786,1873200.0,4.0249,0.049389
4787,1873900.0,4.2484,0.049309
4788,1874600.0,4.9182,0.050531
4789,1875400.0,4.9329,0.050395
4790,1876100.0,4.7741,0.050466
4791,1876800.0,5.066,0.050331
4792,1877600.0,4.8008,0.050176
4793,1878300.0,4.7352,0.049703
4794,1879000.0,4.5633,0.050329
4795,1879800.0,4.8189,0.049867
4796,1880500.0,4.8999,0.050328
4797,1881200.0,4.7458,0.050005
4798,1882000.0,4.3381,0.049652
4799,1882700.0,3.6023,0.04815
4800,1883500.0,3.1758,0.047511
4801,1884200.0,2.9847,0.047127
4802,1884900.0,3.0977,0.046779
4803,1885700.0,3.714,0.048848
4804,1886400.0,4.7434,0.049846
4805,1887200.0,4.932,0.050094
4806,1887900.0,4.01,0.04878
4807,1888600.0,3.0784,0.047366
4808,1889400.0,2.9013,0.046736
4809,1890100.0,2.3461,0.046086
4810,1890900.0,2.0367,0.045763
4811,1891600.0,2.0002,0.044726
4812,1892400.0,2.3869,0.045775
4813,1893100.0,2.3065,0.045239
4814,1893800.0,2.0179,0.044923
4815,1894600.0,1.7175,0.044373
4816,1895300.0,1.5216,0.044019
4817,1896100.0,1.5448,0.04353
4818,1896800.0,1.6756,0.043793
4819,1897600.0,1.752,0.043472
4820,1898300.0,1.8974,0.043828
4821,1899100.0,1.9248,0.043762
4822,1899800.0,2.2099,0.044067
4823,1900600.0,2.7247,0.044038
4824,1901300.0,2.85,0.044854
4825,1902100.0,2.9754,0.044493
4826,1902800.0,3.2228,0.045488
4827,1903600.0,3.834,0.045298
4828,1904300.0,4.2779,0.046283
4829,1905100.0,3.6973,0.04512
4830,1905800.0,2.8147,0.044226
4831,1906600.0,2.5376,0.04391
4832,1907300.0,2.579,0.044057
4833,1908100.0,2.6415,0.043713
4834,1908800.0,2.4022,0.043227
4835,1909600.0,2.4213,0.044399
4836,1910300.0,2.4952,0.044338
4837,1911100.0,3.211,0.045459
4838,1911900.0,4.1905,0.04679
4839,1912600.0,5.1703,0.048134
4840,1913400.0,5.4043,0.048357
4841,1914100.0,4.4607,0.047605
4842,1914900.0,3.5566,0.046478
4843,1915600.0,3.044,0.045266
4844,1916400.0,3.0498,0.046099
4845,1917200.0,3.4271,0.046364
4846,1917900.0,4.1611,0.047773
4847,1918700.0,4.4336,0.047868
4848,1919400.0,3.9843,0.047722
4849,1920200.0,3.3162,0.046635
4850,1921000.0,3.1625,0.046814
4851,1921700.0,3.22,0.046618
4852,1922500.0,3.0912,0.046981
4853,1923200.0,3.4744,0.047282
4854,1924000.0,3.7572,0.047946
4855,1924800.0,4.3118,0.048448
4856,1925500.0,4.6108,0.049477
4857,1926300.0,4.9717,0.049836
4858,1927100.0,4.5822,0.049715
4859,1927800.0,4.7608,0.049419
4860,1928600.0,4.8695,0.05021
4861,1929400.0,5.2039,0.050561
4862,1930100.0,4.4225,0.049788
4863,1930900.0,3.686,0.048266
4864,1931700.0,3.5567,0.048911
4865,1932400.0,4.1813,0.049363
4866,1933200.0,5.0181,0.050577
4867,1934000.0,5.5094,0.052773
4868,1934700.0,6.126,0.053457
4869,1935500.0,5.9026,0.05322
4870,1936300.0,5.2717,0.051812
4871,1937000.0,5.2654,0.05233
4872,1937800.0,5.4434,0.052646
4873,1938600.0,5.7612,0.053332
4874,1939300.0,6.1577,0.054137
4875,1940100.0,7.0264,0.054464
4876,1940900.0,7.1464,0.055667
4877,1941700.0,6.6708,0.054776
4878,1942400.0,5.5411,0.052976
4879,1943200.0,4.4485,0.050859
4880,1944000.0,3.8911,0.050499
4881,1944800.0,3.891,0.050304
4882,1945500.0,4.0545,0.050879
4883,1946300.0,3.7671,0.050098
4884,1947100.0,3.8164,0.0504
4885,1947900.0,3.4342,0.049792
4886,1948600.0,2.607,0.049081
4887,1949400.0,2.2649,0.048295
4888,1950200.0,2.0831,0.048412
4889,1951000.0,2.2306,0.048298
4890,1951800.0,2.9193,0.050146
4891,1952500.0,3.1214,0.04958
4892,1953300.0,3.4226,0.050607
4893,1954100.0,3.7576,0.050635
4894,1954900.0,3.5404,0.050599
4895,1955700.0,3.4376,0.050196
4896,1956400.0,3.2763,0.05035
4897,1957200.0,2.9476,0.049069
4898,1958000.0,3.0143,0.049533
4899,1958800.0,2.9423,0.050181
4900,1959600.0,2.9213,0.050067
4901,1960400.0,3.1302,0.050171
4902,1961100.0,3.128,0.050195
4903,1961900.0,2.7959,0.049976
4904,1962700.0,2.6586,0.049625
4905,1963500.0,2.3871,0.049699
4906,1964300.0,2.9126,0.050186
4907,1965100.0,3.442,0.050563
4908,1965900.0,2.973,0.050105
4909,1966700.0,2.4794,0.04945
4910,1967400.0,2.1268,0.04909
4911,1968200.0,2.2798,0.048938
4912,1969000.0,2.5839,0.049851
4913,1969800.0,3.4249,0.050609
4914,1970600.0,3.8179,0.051374
4915,1971400.0,3.3185,0.050733
4916,1972200.0,2.9593,0.050179
4917,1973000.0,2.8544,0.050035
4918,1973800.0,3.6353,0.051411
4919,1974600.0,4.4672,0.05227
4920,1975400.0,4.6262,0.052845
4921,1976100.0,4.6316,0.052254
4922,1976900.0,3.4099,0.0514
4923,1977700.0,2.4223,0.049227
4924,1978500.0,2.1868,0.049411
4925,1979300.0,2.4297,0.049638
4926,1980100.0,2.881,0.050219
4927,1980900.0,3.7964,0.051204
4928,1981700.0,4.6013,0.052663
4929,1982500.0,4.0104,0.051373
4930,1983300.0,3.4415,0.050532
4931,1984100.0,3.2826,0.051378
4932,1984900.0,3.8057,0.0518
4933,1985700.0,4.0003,0.052131
4934,1986500.0,3.7333,0.051316
4935,1987300.0,2.975,0.050631
4936,1988100.0,2.5985,0.049812
4937,1988900.0,3.0995,0.051205
4938,1989700.0,4.2431,0.053016
4939,1990500.0,4.2237,0.052304
4940,1991300.0,3.348,0.05132
4941,1992100.0,3.5241,0.051416
4942,1992900.0,4.3834,0.052579
4943,1993700.0,4.4974,0.052596
4944,1994500.0,4.3131,0.052757
4945,1995300.0,3.9584,0.051862
4946,1996200.0,4.1097,0.052742
4947,1997000.0,3.7251,0.051797
4948,1997800.0,3.4606,0.051552
4949,1998600.0,3.1811,0.051069
4950,1999400.0,2.9149,0.050832
4951,2000200.0,2.8922,0.050341
